iid,pid,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,dec_o
6,18,10,25,20,25,5,15,5,7,8,9,5,33.33,11.11,11.11,11.11,11.11,22.22,6,8,6,8,9,0
6,19,10,25,20,25,5,15,5,7,8,9,5,50,0,25,10,0,15,10,6,10,10,10,1
6,20,10,25,20,25,5,15,5,7,8,9,5,100,0,0,0,0,0,7,7,10,10,10,0
7,11,15,15,25,20,15,10,6,6,5,7,7,35,20,20,20,0,5,8,9,7,8,5,0
7,12,15,15,25,20,15,10,6,6,5,7,7,60,0,0,40,0,0,9,9,9,10,9,1
7,13,15,15,25,20,15,10,6,6,5,7,7,19,18,19,18,14,12,4,7,8,8,3,1
7,14,15,15,25,20,15,10,6,6,5,7,7,30,5,15,40,5,5,9,9,9,9,9,1
7,15,15,15,25,20,15,10,6,6,5,7,7,30,10,20,10,10,20,7,7,7,9,9,1
7,16,15,15,25,20,15,10,6,6,5,7,7,50,0,30,10,0,10,6,6,8,8,6,1
7,17,15,15,25,20,15,10,6,6,5,7,7,35,15,25,10,5,10,7,7,6,8,4,0
7,18,15,15,25,20,15,10,6,6,5,7,7,33.33,11.11,11.11,11.11,11.11,22.22,6,8,6,8,9,1
7,19,15,15,25,20,15,10,6,6,5,7,7,50,0,25,10,0,15,10,6,10,10,10,1
7,20,15,15,25,20,15,10,6,6,5,7,7,100,0,0,0,0,0,7,7,10,10,10,0
8,11,9.09,18.18,27.27,18.18,18.18,9.09,7,4,8,8,8,35,20,20,20,0,5,8,9,7,8,5,0
8,12,9.09,18.18,27.27,18.18,18.18,9.09,7,4,8,8,8,60,0,0,40,0,0,9,9,9,10,9,1
8,13,9.09,18.18,27.27,18.18,18.18,9.09,7,4,8,8,8,19,18,19,18,14,12,4,7,8,8,3,1
8,14,9.09,18.18,27.27,18.18,18.18,9.09,7,4,8,8,8,30,5,15,40,5,5,9,9,9,9,9,1
8,15,9.09,18.18,27.27,18.18,18.18,9.09,7,4,8,8,8,30,10,20,10,10,20,7,7,7,9,9,1
8,16,9.09,18.18,27.27,18.18,18.18,9.09,7,4,8,8,8,50,0,30,10,0,10,6,6,8,8,6,1
8,17,9.09,18.18,27.27,18.18,18.18,9.09,7,4,8,8,8,35,15,25,10,5,10,7,7,6,8,4,0
8,18,9.09,18.18,27.27,18.18,18.18,9.09,7,4,8,8,8,33.33,11.11,11.11,11.11,11.11,22.22,6,8,6,8,9,1
8,19,9.09,18.18,27.27,18.18,18.18,9.09,7,4,8,8,8,50,0,25,10,0,15,10,6,10,10,10,1
8,20,9.09,18.18,27.27,18.18,18.18,9.09,7,4,8,8,8,100,0,0,0,0,0,7,7,10,10,10,1
9,11,20,10,20,30,10,10,7,6,10,7,7,35,20,20,20,0,5,8,9,7,8,5,0
9,12,20,10,20,30,10,10,7,6,10,7,7,60,0,0,40,0,0,9,9,9,10,9,1
9,13,20,10,20,30,10,10,7,6,10,7,7,19,18,19,18,14,12,4,7,8,8,3,1
9,14,20,10,20,30,10,10,7,6,10,7,7,30,5,15,40,5,5,9,9,9,9,9,1
9,15,20,10,20,30,10,10,7,6,10,7,7,30,10,20,10,10,20,7,7,7,9,9,1
9,16,20,10,20,30,10,10,7,6,10,7,7,50,0,30,10,0,10,6,6,8,8,6,1
9,17,20,10,20,30,10,10,7,6,10,7,7,35,15,25,10,5,10,7,7,6,8,4,1
9,18,20,10,20,30,10,10,7,6,10,7,7,33.33,11.11,11.11,11.11,11.11,22.22,6,8,6,8,9,0
9,19,20,10,20,30,10,10,7,6,10,7,7,50,0,25,10,0,15,10,6,10,10,10,1
9,20,20,10,20,30,10,10,7,6,10,7,7,100,0,0,0,0,0,7,7,10,10,10,0
10,11,15,15,15,40,10,5,6,8,10,6,9,35,20,20,20,0,5,8,9,7,8,5,0
10,12,15,15,15,40,10,5,6,8,10,6,9,60,0,0,40,0,0,9,9,9,10,9,0
10,13,15,15,15,40,10,5,6,8,10,6,9,19,18,19,18,14,12,4,7,8,8,3,1
10,14,15,15,15,40,10,5,6,8,10,6,9,30,5,15,40,5,5,9,9,9,9,9,1
10,15,15,15,15,40,10,5,6,8,10,6,9,30,10,20,10,10,20,7,7,7,9,9,1
10,16,15,15,15,40,10,5,6,8,10,6,9,50,0,30,10,0,10,6,6,8,8,6,0
10,17,15,15,15,40,10,5,6,8,10,6,9,35,15,25,10,5,10,7,7,6,8,4,0
10,18,15,15,15,40,10,5,6,8,10,6,9,33.33,11.11,11.11,11.11,11.11,22.22,6,8,6,8,9,0
10,19,15,15,15,40,10,5,6,8,10,6,9,50,0,25,10,0,15,10,6,10,10,10,1
10,20,15,15,15,40,10,5,6,8,10,6,9,100,0,0,0,0,0,7,7,10,10,10,0
21,40,12,18,20,16,16,18,5,9,7,9,10,25,20,25,20,10,0,3,10,8,9,5,0
21,41,12,18,20,16,16,18,5,9,7,9,10,30,20,10,30,0,10,5,7,5,8,5,0
21,42,12,18,20,16,16,18,5,9,7,9,10,20,25,20,15,10,10,6,9,6,8,4,0
21,43,12,18,20,16,16,18,5,9,7,9,10,25,35,30,10,0,0,3,8,3,7,2,0
21,44,12,18,20,16,16,18,5,9,7,9,10,25,15,25,25,15,15,7,9,8,9,9,1
21,45,12,18,20,16,16,18,5,9,7,9,10,25,15,25,15,0,20,7,8,6,8,7,1
21,46,12,18,20,16,16,18,5,9,7,9,10,20,35,20,10,10,5,7,8,5,7,7,0
21,47,12,18,20,16,16,18,5,9,7,9,10,20,20,25,25,5,5,8,7,9,9,3,1
21,48,12,18,20,16,16,18,5,9,7,9,10,30,15,25,25,5,0,7,9,6,7,6,0
21,49,12,18,20,16,16,18,5,9,7,9,10,20,20,20,20,5,15,7,10,10,10,8,0
21,50,12,18,20,16,16,18,5,9,7,9,10,35,10,20,15,10,10,8,9,9,10,8,0
21,51,12,18,20,16,16,18,5,9,7,9,10,25,10,35,15,0,15,6,8,2,10,2,0
21,52,12,18,20,16,16,18,5,9,7,9,10,15,20,15,30,5,15,5,8,6,8,7,0
21,53,12,18,20,16,16,18,5,9,7,9,10,40,15,20,10,5,10,8,9,8,8,8,0
21,54,12,18,20,16,16,18,5,9,7,9,10,40,20,20,20,0,0,8,9,8,8,8,0
21,55,12,18,20,16,16,18,5,9,7,9,10,20,25,25,10,10,10,6,10,10,9,10,0
22,40,20,20,20,10,10,20,7,8,7,8,7,25,20,25,20,10,0,3,10,8,9,5,0
22,41,20,20,20,10,10,20,7,8,7,8,7,30,20,10,30,0,10,5,7,5,8,5,0
22,42,20,20,20,10,10,20,7,8,7,8,7,20,25,20,15,10,10,6,9,6,8,4,0
22,43,20,20,20,10,10,20,7,8,7,8,7,25,35,30,10,0,0,3,8,3,7,2,0
22,44,20,20,20,10,10,20,7,8,7,8,7,25,15,25,25,15,15,7,9,8,9,9,1
22,45,20,20,20,10,10,20,7,8,7,8,7,25,15,25,15,0,20,7,8,6,8,7,1
22,46,20,20,20,10,10,20,7,8,7,8,7,20,35,20,10,10,5,7,8,5,7,7,0
22,47,20,20,20,10,10,20,7,8,7,8,7,20,20,25,25,5,5,8,7,9,9,3,1
22,48,20,20,20,10,10,20,7,8,7,8,7,30,15,25,25,5,0,7,9,6,7,6,0
22,49,20,20,20,10,10,20,7,8,7,8,7,20,20,20,20,5,15,7,10,10,10,8,0
22,50,20,20,20,10,10,20,7,8,7,8,7,35,10,20,15,10,10,8,9,9,10,8,0
22,51,20,20,20,10,10,20,7,8,7,8,7,25,10,35,15,0,15,6,8,2,10,2,0
22,52,20,20,20,10,10,20,7,8,7,8,7,15,20,15,30,5,15,5,8,6,8,7,0
22,53,20,20,20,10,10,20,7,8,7,8,7,40,15,20,10,5,10,8,9,8,8,8,0
22,54,20,20,20,10,10,20,7,8,7,8,7,40,20,20,20,0,0,8,9,8,8,8,0
22,55,20,20,20,10,10,20,7,8,7,8,7,20,25,25,10,10,10,6,10,10,9,10,0
23,40,10,20,40,10,10,10,5,8,6,7,8,25,20,25,20,10,0,3,10,8,9,5,0
23,41,10,20,40,10,10,10,5,8,6,7,8,30,20,10,30,0,10,5,7,5,8,5,0
23,42,10,20,40,10,10,10,5,8,6,7,8,20,25,20,15,10,10,6,9,6,8,4,0
23,43,10,20,40,10,10,10,5,8,6,7,8,25,35,30,10,0,0,3,8,3,7,2,1
23,44,10,20,40,10,10,10,5,8,6,7,8,25,15,25,25,15,15,7,9,8,9,9,1
23,45,10,20,40,10,10,10,5,8,6,7,8,25,15,25,15,0,20,7,8,6,8,7,1
23,46,10,20,40,10,10,10,5,8,6,7,8,20,35,20,10,10,5,7,8,5,7,7,0
23,47,10,20,40,10,10,10,5,8,6,7,8,20,20,25,25,5,5,8,7,9,9,3,1
23,48,10,20,40,10,10,10,5,8,6,7,8,30,15,25,25,5,0,7,9,6,7,6,0
23,49,10,20,40,10,10,10,5,8,6,7,8,20,20,20,20,5,15,7,10,10,10,8,0
23,50,10,20,40,10,10,10,5,8,6,7,8,35,10,20,15,10,10,8,9,9,10,8,0
23,51,10,20,40,10,10,10,5,8,6,7,8,25,10,35,15,0,15,6,8,2,10,2,0
23,52,10,20,40,10,10,10,5,8,6,7,8,15,20,15,30,5,15,5,8,6,8,7,0
23,53,10,20,40,10,10,10,5,8,6,7,8,40,15,20,10,5,10,8,9,8,8,8,1
23,54,10,20,40,10,10,10,5,8,6,7,8,40,20,20,20,0,0,8,9,8,8,8,1
23,55,10,20,40,10,10,10,5,8,6,7,8,20,25,25,10,10,10,6,10,10,9,10,0
24,40,10,20,20,15,20,15,7,9,9,8,8,25,20,25,20,10,0,3,10,8,9,5,0
24,41,10,20,20,15,20,15,7,9,9,8,8,30,20,10,30,0,10,5,7,5,8,5,0
24,42,10,20,20,15,20,15,7,9,9,8,8,20,25,20,15,10,10,6,9,6,8,4,0
24,43,10,20,20,15,20,15,7,9,9,8,8,25,35,30,10,0,0,3,8,3,7,2,0
24,44,10,20,20,15,20,15,7,9,9,8,8,25,15,25,25,15,15,7,9,8,9,9,1
24,45,10,20,20,15,20,15,7,9,9,8,8,25,15,25,15,0,20,7,8,6,8,7,1
24,46,10,20,20,15,20,15,7,9,9,8,8,20,35,20,10,10,5,7,8,5,7,7,0
24,47,10,20,20,15,20,15,7,9,9,8,8,20,20,25,25,5,5,8,7,9,9,3,1
24,48,10,20,20,15,20,15,7,9,9,8,8,30,15,25,25,5,0,7,9,6,7,6,0
24,49,10,20,20,15,20,15,7,9,9,8,8,20,20,20,20,5,15,7,10,10,10,8,1
24,50,10,20,20,15,20,15,7,9,9,8,8,35,10,20,15,10,10,8,9,9,10,8,1
24,51,10,20,20,15,20,15,7,9,9,8,8,25,10,35,15,0,15,6,8,2,10,2,1
24,52,10,20,20,15,20,15,7,9,9,8,8,15,20,15,30,5,15,5,8,6,8,7,0
24,53,10,20,20,15,20,15,7,9,9,8,8,40,15,20,10,5,10,8,9,8,8,8,0
24,54,10,20,20,15,20,15,7,9,9,8,8,40,20,20,20,0,0,8,9,8,8,8,1
24,55,10,20,20,15,20,15,7,9,9,8,8,20,25,25,10,10,10,6,10,10,9,10,1
25,40,20,20,15,15,15,15,7,9,7,8,6,25,20,25,20,10,0,3,10,8,9,5,0
25,41,20,20,15,15,15,15,7,9,7,8,6,30,20,10,30,0,10,5,7,5,8,5,1
25,42,20,20,15,15,15,15,7,9,7,8,6,20,25,20,15,10,10,6,9,6,8,4,1
25,43,20,20,15,15,15,15,7,9,7,8,6,25,35,30,10,0,0,3,8,3,7,2,1
25,44,20,20,15,15,15,15,7,9,7,8,6,25,15,25,25,15,15,7,9,8,9,9,1
25,45,20,20,15,15,15,15,7,9,7,8,6,25,15,25,15,0,20,7,8,6,8,7,1
25,46,20,20,15,15,15,15,7,9,7,8,6,20,35,20,10,10,5,7,8,5,7,7,1
25,47,20,20,15,15,15,15,7,9,7,8,6,20,20,25,25,5,5,8,7,9,9,3,1
25,48,20,20,15,15,15,15,7,9,7,8,6,30,15,25,25,5,0,7,9,6,7,6,1
25,49,20,20,15,15,15,15,7,9,7,8,6,20,20,20,20,5,15,7,10,10,10,8,1
25,50,20,20,15,15,15,15,7,9,7,8,6,35,10,20,15,10,10,8,9,9,10,8,1
25,51,20,20,15,15,15,15,7,9,7,8,6,25,10,35,15,0,15,6,8,2,10,2,0
25,52,20,20,15,15,15,15,7,9,7,8,6,15,20,15,30,5,15,5,8,6,8,7,1
25,53,20,20,15,15,15,15,7,9,7,8,6,40,15,20,10,5,10,8,9,8,8,8,1
25,54,20,20,15,15,15,15,7,9,7,8,6,40,20,20,20,0,0,8,9,8,8,8,1
25,55,20,20,15,15,15,15,7,9,7,8,6,20,25,25,10,10,10,6,10,10,9,10,1
26,40,20,20,20,15,15,10,7,8,8,8,8,25,20,25,20,10,0,3,10,8,9,5,0
26,41,20,20,20,15,15,10,7,8,8,8,8,30,20,10,30,0,10,5,7,5,8,5,1
26,42,20,20,20,15,15,10,7,8,8,8,8,20,25,20,15,10,10,6,9,6,8,4,1
26,43,20,20,20,15,15,10,7,8,8,8,8,25,35,30,10,0,0,3,8,3,7,2,1
26,44,20,20,20,15,15,10,7,8,8,8,8,25,15,25,25,15,15,7,9,8,9,9,1
26,45,20,20,20,15,15,10,7,8,8,8,8,25,15,25,15,0,20,7,8,6,8,7,1
26,46,20,20,20,15,15,10,7,8,8,8,8,20,35,20,10,10,5,7,8,5,7,7,1
26,47,20,20,20,15,15,10,7,8,8,8,8,20,20,25,25,5,5,8,7,9,9,3,1
26,48,20,20,20,15,15,10,7,8,8,8,8,30,15,25,25,5,0,7,9,6,7,6,1
26,49,20,20,20,15,15,10,7,8,8,8,8,20,20,20,20,5,15,7,10,10,10,8,1
26,50,20,20,20,15,15,10,7,8,8,8,8,35,10,20,15,10,10,8,9,9,10,8,1
26,51,20,20,20,15,15,10,7,8,8,8,8,25,10,35,15,0,15,6,8,2,10,2,1
26,52,20,20,20,15,15,10,7,8,8,8,8,15,20,15,30,5,15,5,8,6,8,7,1
26,53,20,20,20,15,15,10,7,8,8,8,8,40,15,20,10,5,10,8,9,8,8,8,1
26,54,20,20,20,15,15,10,7,8,8,8,8,40,20,20,20,0,0,8,9,8,8,8,1
26,55,20,20,20,15,15,10,7,8,8,8,8,20,25,25,10,10,10,6,10,10,9,10,1
27,40,17,10,18,20,25,10,6,6,7,7,7,25,20,25,20,10,0,3,10,8,9,5,0
27,41,17,10,18,20,25,10,6,6,7,7,7,30,20,10,30,0,10,5,7,5,8,5,1
27,42,17,10,18,20,25,10,6,6,7,7,7,20,25,20,15,10,10,6,9,6,8,4,1
27,43,17,10,18,20,25,10,6,6,7,7,7,25,35,30,10,0,0,3,8,3,7,2,1
27,44,17,10,18,20,25,10,6,6,7,7,7,25,15,25,25,15,15,7,9,8,9,9,1
27,45,17,10,18,20,25,10,6,6,7,7,7,25,15,25,15,0,20,7,8,6,8,7,1
27,46,17,10,18,20,25,10,6,6,7,7,7,20,35,20,10,10,5,7,8,5,7,7,1
27,47,17,10,18,20,25,10,6,6,7,7,7,20,20,25,25,5,5,8,7,9,9,3,1
27,48,17,10,18,20,25,10,6,6,7,7,7,30,15,25,25,5,0,7,9,6,7,6,1
27,49,17,10,18,20,25,10,6,6,7,7,7,20,20,20,20,5,15,7,10,10,10,8,1
27,50,17,10,18,20,25,10,6,6,7,7,7,35,10,20,15,10,10,8,9,9,10,8,1
27,51,17,10,18,20,25,10,6,6,7,7,7,25,10,35,15,0,15,6,8,2,10,2,1
27,52,17,10,18,20,25,10,6,6,7,7,7,15,20,15,30,5,15,5,8,6,8,7,1
27,53,17,10,18,20,25,10,6,6,7,7,7,40,15,20,10,5,10,8,9,8,8,8,1
27,54,17,10,18,20,25,10,6,6,7,7,7,40,20,20,20,0,0,8,9,8,8,8,1
27,55,17,10,18,20,25,10,6,6,7,7,7,20,25,25,10,10,10,6,10,10,9,10,1
29,40,20,22,18,15,15,10,6,9,8,7,8,25,20,25,20,10,0,3,10,8,9,5,0
29,41,20,22,18,15,15,10,6,9,8,7,8,30,20,10,30,0,10,5,7,5,8,5,0
29,42,20,22,18,15,15,10,6,9,8,7,8,20,25,20,15,10,10,6,9,6,8,4,0
29,43,20,22,18,15,15,10,6,9,8,7,8,25,35,30,10,0,0,3,8,3,7,2,0
29,44,20,22,18,15,15,10,6,9,8,7,8,25,15,25,25,15,15,7,9,8,9,9,1
29,45,20,22,18,15,15,10,6,9,8,7,8,25,15,25,15,0,20,7,8,6,8,7,1
29,46,20,22,18,15,15,10,6,9,8,7,8,20,35,20,10,10,5,7,8,5,7,7,0
29,47,20,22,18,15,15,10,6,9,8,7,8,20,20,25,25,5,5,8,7,9,9,3,0
29,48,20,22,18,15,15,10,6,9,8,7,8,30,15,25,25,5,0,7,9,6,7,6,0
29,49,20,22,18,15,15,10,6,9,8,7,8,20,20,20,20,5,15,7,10,10,10,8,1
29,50,20,22,18,15,15,10,6,9,8,7,8,35,10,20,15,10,10,8,9,9,10,8,0
29,51,20,22,18,15,15,10,6,9,8,7,8,25,10,35,15,0,15,6,8,2,10,2,0
29,52,20,22,18,15,15,10,6,9,8,7,8,15,20,15,30,5,15,5,8,6,8,7,0
29,53,20,22,18,15,15,10,6,9,8,7,8,40,15,20,10,5,10,8,9,8,8,8,0
29,54,20,22,18,15,15,10,6,9,8,7,8,40,20,20,20,0,0,8,9,8,8,8,0
29,55,20,22,18,15,15,10,6,9,8,7,8,20,25,25,10,10,10,6,10,10,9,10,0
30,40,10,20,20,20,20,10,7,8,9,8,8,25,20,25,20,10,0,3,10,8,9,5,0
30,41,10,20,20,20,20,10,7,8,9,8,8,30,20,10,30,0,10,5,7,5,8,5,0
30,42,10,20,20,20,20,10,7,8,9,8,8,20,25,20,15,10,10,6,9,6,8,4,0
30,43,10,20,20,20,20,10,7,8,9,8,8,25,35,30,10,0,0,3,8,3,7,2,0
30,44,10,20,20,20,20,10,7,8,9,8,8,25,15,25,25,15,15,7,9,8,9,9,1
30,45,10,20,20,20,20,10,7,8,9,8,8,25,15,25,15,0,20,7,8,6,8,7,1
30,46,10,20,20,20,20,10,7,8,9,8,8,20,35,20,10,10,5,7,8,5,7,7,0
30,47,10,20,20,20,20,10,7,8,9,8,8,20,20,25,25,5,5,8,7,9,9,3,0
30,48,10,20,20,20,20,10,7,8,9,8,8,30,15,25,25,5,0,7,9,6,7,6,0
30,49,10,20,20,20,20,10,7,8,9,8,8,20,20,20,20,5,15,7,10,10,10,8,1
30,50,10,20,20,20,20,10,7,8,9,8,8,35,10,20,15,10,10,8,9,9,10,8,0
30,51,10,20,20,20,20,10,7,8,9,8,8,25,10,35,15,0,15,6,8,2,10,2,0
30,52,10,20,20,20,20,10,7,8,9,8,8,15,20,15,30,5,15,5,8,6,8,7,0
30,53,10,20,20,20,20,10,7,8,9,8,8,40,15,20,10,5,10,8,9,8,8,8,0
30,54,10,20,20,20,20,10,7,8,9,8,8,40,20,20,20,0,0,8,9,8,8,8,0
30,55,10,20,20,20,20,10,7,8,9,8,8,20,25,25,10,10,10,6,10,10,9,10,1
31,40,35,10,20,20,10,5,8,8,9,8,9,25,20,25,20,10,0,3,10,8,9,5,0
31,41,35,10,20,20,10,5,8,8,9,8,9,30,20,10,30,0,10,5,7,5,8,5,0
31,42,35,10,20,20,10,5,8,8,9,8,9,20,25,20,15,10,10,6,9,6,8,4,0
31,43,35,10,20,20,10,5,8,8,9,8,9,25,35,30,10,0,0,3,8,3,7,2,1
31,44,35,10,20,20,10,5,8,8,9,8,9,25,15,25,25,15,15,7,9,8,9,9,1
31,45,35,10,20,20,10,5,8,8,9,8,9,25,15,25,15,0,20,7,8,6,8,7,1
31,46,35,10,20,20,10,5,8,8,9,8,9,20,35,20,10,10,5,7,8,5,7,7,1
31,47,35,10,20,20,10,5,8,8,9,8,9,20,20,25,25,5,5,8,7,9,9,3,1
31,48,35,10,20,20,10,5,8,8,9,8,9,30,15,25,25,5,0,7,9,6,7,6,1
31,49,35,10,20,20,10,5,8,8,9,8,9,20,20,20,20,5,15,7,10,10,10,8,1
31,50,35,10,20,20,10,5,8,8,9,8,9,35,10,20,15,10,10,8,9,9,10,8,1
31,51,35,10,20,20,10,5,8,8,9,8,9,25,10,35,15,0,15,6,8,2,10,2,1
31,52,35,10,20,20,10,5,8,8,9,8,9,15,20,15,30,5,15,5,8,6,8,7,1
31,53,35,10,20,20,10,5,8,8,9,8,9,40,15,20,10,5,10,8,9,8,8,8,1
31,54,35,10,20,20,10,5,8,8,9,8,9,40,20,20,20,0,0,8,9,8,8,8,1
31,55,35,10,20,20,10,5,8,8,9,8,9,20,25,25,10,10,10,6,10,10,9,10,1
32,40,50,0,50,0,0,0,7,5,9,9,7,25,20,25,20,10,0,3,10,8,9,5,0
32,41,50,0,50,0,0,0,7,5,9,9,7,30,20,10,30,0,10,5,7,5,8,5,0
32,42,50,0,50,0,0,0,7,5,9,9,7,20,25,20,15,10,10,6,9,6,8,4,0
32,43,50,0,50,0,0,0,7,5,9,9,7,25,35,30,10,0,0,3,8,3,7,2,0
32,44,50,0,50,0,0,0,7,5,9,9,7,25,15,25,25,15,15,7,9,8,9,9,1
32,45,50,0,50,0,0,0,7,5,9,9,7,25,15,25,15,0,20,7,8,6,8,7,1
32,46,50,0,50,0,0,0,7,5,9,9,7,20,35,20,10,10,5,7,8,5,7,7,1
32,47,50,0,50,0,0,0,7,5,9,9,7,20,20,25,25,5,5,8,7,9,9,3,1
32,48,50,0,50,0,0,0,7,5,9,9,7,30,15,25,25,5,0,7,9,6,7,6,0
